,DiagCode,Count
1810,2903,141
1811,29652,141
1812,29604,141
1813,71528,141
1814,25053,141
1815,29682,141
1816,V4973,141
1817,7109,141
1818,E8791,140
1819,46411,140
1820,43810,140
1821,3371,140
1822,73017,140
1823,V4459,140
1824,73382,140
1825,V1851,140
1826,9070,139
1827,37300,139
1828,40211,139
1829,03812,139
1830,48241,139
1831,6828,139
1832,25032,139
1833,2390,139
1834,88100,139
1835,V1507,139
1836,61183,139
1837,1369,139
1838,8361,138
1839,53240,138
1840,1570,138
1841,5798,138
1842,3315,138
1843,33119,138
1844,2728,137
1845,57450,137
1846,42650,137
1847,7393,137
1848,5724,137
1849,2392,137
1850,3453,137
1851,29621,137
1852,56942,137
1853,7913,137
1854,4644,137
1855,1987,137
1856,04119,137
1857,48283,136
1858,24990,136
1859,6821,136
1860,V4971,136
1861,1121,136
1862,E8799,136
1863,V169,136
1864,80701,136
1865,24910,136
1866,2599,136
1867,V1300,135
1868,49312,135
1869,29013,135
1870,3591,135
1871,V161,135
1872,2931,135
1873,3862,135
1874,40492,135
1875,03811,135
1876,36604,135
1877,8439,135
1878,6270,135
1879,1538,134
1880,V490,134
1881,V5332,134
1882,28730,134
1883,28989,134
1884,3485,134
1885,61804,134
1886,78834,134
1887,E9478,134
1888,46451,134
1889,1882,134
1890,78835,134
1891,4269,134
1892,88101,134
1893,72672,134
1894,78724,134
1895,V556,134
1896,25030,133
1897,43401,133
1898,8248,133
1899,46430,133
1900,79579,133
1901,5935,133
1902,E8786,133
1903,46431,133
1904,V1089,133
1905,72743,132
1906,29656,132
1907,3488,132
1908,38910,132
1909,5304,132
1910,V1509,132
1911,4423,132
1912,31401,132
1913,0323,132
1914,4170,131
1915,5730,131
1916,43819,131
1917,46420,131
1918,6238,131
1919,29613,131
1920,3682,131
1921,24970,131
1922,24911,131
1923,25031,131
1924,53541,131
1925,1519,131
1926,24981,131
1927,V861,131
1928,8406,131
1929,29614,131
1930,43380,130
1931,3108,130
1932,45821,130
1933,71697,130
1934,99649,130
1935,29635,129
1936,72661,129
1937,3542,129
1938,56881,129
1939,45931,129
1940,71650,129
1941,24961,129
1942,46450,129
1943,92420,129
1944,46401,129
1945,20382,129
1946,72664,128
1947,V4450,128
1948,29636,128
1949,36617,128
1950,36202,128
1951,V1270,128
1952,41092,128
1953,5679,128
1954,32752,128
1955,2860,127
1956,1737,127
1957,25091,127
1958,24991,127
1959,7914,127
1960,29642,127
1961,8408,127
1962,46421,127
1963,V138,127
1964,56481,127
1965,2909,127
1966,43390,127
1967,25033,126
1968,9072,126
1969,7888,126
1970,25021,126
1971,33111,126
1972,29664,126
1973,38635,126
1974,29646,126
1975,71957,126
1976,49381,126
1977,0320,126
1978,36650,126
1979,3100,126
1980,27900,126
1981,24940,126
1982,29601,126
1983,24901,126
1984,78891,125
1985,71659,125
1986,72670,125
1987,3668,125
1988,41011,125
1989,56889,125
1990,29645,125
1991,V4962,125
1992,2725,125
1993,5720,125
1994,501,125
1995,29662,124
1996,72783,124
1997,59381,124
1998,3312,124
1999,2864,124
2000,78836,124
2001,2940,124
2002,1729,124
2003,V4382,124
2004,V463,124
2005,V550,124
2006,3102,124
2007,24930,123
2008,43883,123
2009,40200,123
2010,2558,123
2011,E8780,123
2012,E9352,123
2013,7392,123
2014,29665,123
2015,49382,123
2016,7899,123
2017,30272,123
2018,E9444,123
2019,587,123
2020,29574,123
2021,7296,122
2022,1885,122
2023,1530,122
2024,71986,122
2025,1535,122
2026,72939,122
2027,9592,122
2028,6861,122
2029,78003,122
2030,24971,122
2031,11289,122
2032,34540,122
2033,20381,122
2034,36609,122
2035,36603,122
2036,V1303,122
2037,7286,122
2038,92321,121
2039,29625,121
2040,38653,121
2041,36631,121
2042,41072,121
2043,41512,121
2044,24951,121
2045,4387,121
2046,0321,121
2047,V1642,121
2048,V1249,121
2049,24950,121
2050,25201,121
2051,71846,121
2052,2879,121
2053,7290,121
2054,75312,120
2055,53083,120
2056,42612,120
2057,3574,120
2058,1966,120
2059,1735,120
2060,29615,120
2061,72762,120
2062,V0179,120
2063,78934,120
2064,4179,120
2065,2521,120
2066,20510,120
2067,6960,120
2068,25093,120
2069,24921,120
2070,72972,120
2071,29681,120
2072,25023,120
2073,29626,120
2074,V4451,120
2075,V444,120
2076,38612,119
2077,7887,119
2078,3941,119
2079,59989,119
2080,07051,119
2081,36602,119
2082,71953,119
2083,38655,119
2084,2669,119
2085,0549,119
2086,43331,119
2087,1532,119
2088,V416,119
2089,36645,119
2090,28984,119
2091,3699,118
2092,9140,118
2093,5379,118
2094,78053,118
2095,80700,118
2096,2888,118
2097,5109,118
2098,1179,118
2099,5539,118
2100,2893,118
2101,72781,118
2102,9593,118
2103,V4369,118
2104,V417,118
2105,72741,118
2106,4555,118
2107,29666,118
2108,72782,118
2109,4267,118
2110,38658,117
2111,V0262,117
2112,73028,117
2113,42742,117
2114,29012,117
2115,9222,117
2116,1590,117
2117,36601,117
2118,8479,117
2119,5721,117
2120,29603,117
2121,24960,117
2122,36612,117
2123,36651,117
2124,5645,117
2125,V1007,116
2126,7294,116
2127,78865,116
2128,99642,116
2129,4559,116
2130,82022,116
2131,24920,116
2132,43812,116
2133,V475,116
2134,1978,116
2135,30021,116
2136,78837,116
2137,5100,116
2138,72767,116
2139,138,116
2140,29616,116
2141,78094,116
2142,7882,116
2143,36621,115
2144,1531,115
2145,V491,115
2146,7912,115
2147,600,115
2148,2908,115
2149,51919,115
2150,6918,115
2151,29611,115
2152,V555,115
2153,4178,115
2154,53783,115
2155,84200,115
2156,29641,115
2157,36256,115
2158,36643,115
2159,4532,115
2160,29612,115
2161,72819,114
2162,36623,114
2163,72679,114
2164,6802,114
2165,8921,114
2166,4266,114
2167,3942,114
2168,29592,114
2169,E915,114
2170,29643,114
2171,30503,114
2172,5750,114
2173,92232,113
2174,V1584,113
2175,29572,113
2176,72764,113
2177,29011,113
2178,684,113
2179,84510,113
2180,5181,113
2181,57510,113
2182,34700,113
2183,4464,113
2184,5793,113
2185,2337,113
2186,40591,113
2187,38634,112
2188,72789,112
2189,V0261,112
2190,4820,112
2191,V6441,112
2192,7853,112
2193,7264,112
2194,36510,112
2195,4780,112
2196,78838,112
2197,72742,112
2198,34541,112
2199,3869,112
2200,29602,111
2201,7089,111
2202,36613,111
2203,8020,111
2204,V492,111
2205,36500,111
2206,3568,111
2207,28739,111
2208,36641,111
2209,31400,111
2210,29605,111
2211,38641,111
2212,V4960,111
2213,72886,111
2214,45184,111
2215,6003,111
2216,V168,111
2217,29651,110
2218,42654,110
2219,4171,110
2220,38633,110
2221,V435,110
2222,2396,110
2223,38656,110
2224,2303,110
2225,38652,110
2226,V474,110
2227,2682,110
2228,7819,110
2229,V4366,110
2230,5647,109
2231,25631,109
2232,8407,109
2233,5581,109
2234,42689,109
2235,V4961,109
2236,72639,109
2237,56731,109
2238,68102,109
2239,72763,109
2240,72669,109
2241,2165,109
2242,V059,109
2243,72631,109
2244,38640,109
2245,V4360,109
2246,4210,109
2247,2699,109
2248,38650,109
2249,V5409,109
2250,43301,108
2251,36652,108
2252,3489,108
2253,8056,108
2254,2394,108
2255,3182,108
2256,452,108
2257,07032,108
2258,28732,108
2259,V0489,108
2260,8488,108
2261,78861,108
2262,E8495,108
2263,E9064,107
2264,38642,107
2265,36632,107
2266,71990,107
2267,6039,107
2268,3089,107
2269,V481,107
2270,04189,107
2271,95919,107
2272,36618,107
2273,2878,107
2274,72884,107
2275,V1781,107
2276,72930,107
2277,36720,107
2278,6809,107
2279,19882,107
2280,72813,106
2281,69010,106
2282,7039,106
2283,43410,106
2284,36634,106
2285,29562,106
2286,42682,106
2287,6930,106
2288,72973,106
2289,68601,106
2290,56882,106
2291,29661,106
2292,36622,106
2293,72766,106
2294,3321,105
2295,72665,105
2296,2395,105
2297,2872,105
2298,34662,105
2299,38632,105
2300,34580,105
2301,7284,105
2302,V4362,105
2303,36646,105
2304,1886,105
2305,4161,105
2306,38604,105
2307,72881,105
2308,6851,105
2309,V552,105
2310,V1004,105
2311,35981,104
2312,3950,104
2313,5969,104
2314,V4363,104
2315,30490,104
2316,92400,104
2317,4258,104
2318,5649,104
2319,1828,104
2320,7841,104
2321,1884,104
2322,3959,104
2323,V4963,104
2324,41404,104
2325,7061,104
2326,1881,104
2327,2892,104
2328,72882,104
2329,V7109,104
2330,38643,104
2331,78261,104
2332,4372,104
2333,38601,104
2334,36644,104
2335,V4977,103
2336,9245,103
2337,99641,103
2338,5734,103
2339,72663,103
2340,42989,103
2341,8670,103
2342,56722,103
2343,0311,103
2344,3951,103
2345,7877,103
2346,44101,103
2347,45620,103
2348,73020,102
2349,V4321,102
2350,70583,102
2351,7103,102
2352,5936,102
2353,2352,102
2354,36620,102
2355,43391,102
2356,V4452,102
2357,2704,102
2358,7093,102
2359,E9293,102
2360,2870,102
2361,30009,101
2362,99676,101
2363,34551,101
2364,1732,101
2365,99601,101
2366,V4970,101
2367,72999,101
2368,69274,101
2369,5362,101
2370,29384,101
2371,71891,101
2372,78559,101
2373,34591,101
2374,78935,101
2375,69589,101
2376,34660,101
2377,V554,101
2378,30301,100
2379,29606,100
2380,9089,100
2381,6868,100
2382,7963,100
2383,73739,100
2384,V058,100
2385,99677,100
2386,36633,100
2387,34661,100
2388,78933,100
2389,7280,100
2390,95909,100
2391,20910,100
2392,7875,100
2393,78951,100
2394,V4965,100
2395,1578,100
2396,78937,100
2397,36630,100
2398,7391,100
2399,V4983,100
2400,28959,100
2401,36642,100
2402,5931,99
2403,V1253,99
2404,03285,99
2405,3080,99
2406,1537,99
2407,78054,99
2408,38603,99
2409,87320,99
2410,6819,99
2411,72750,99
2412,7010,99
2413,E8810,99
2414,E9323,99
2415,1981,99
2416,71903,99
2417,34663,99
2418,5691,99
2419,3452,99
2420,V4989,99
2421,81201,99
2422,6801,99
2423,6805,99
2424,5369,99
2425,3961,99
2426,V0259,99
2427,7041,99
2428,V495,99
2429,70900,99
2430,56969,98
2431,3570,98
2432,6011,98
2433,28733,98
2434,72879,98
2435,2939,98
2436,72765,98
2437,45930,98
2438,38181,98
2439,V1044,98
2440,34500,98
2441,72701,98
2442,8403,98
2443,45182,98
2444,43885,98
2445,7179,98
2446,7063,98
2447,29655,98
2448,3952,98
2449,1919,98
2450,1129,98
2451,34610,98
2452,V483,98
2453,57511,97
2454,59382,97
2455,38619,97
2456,37430,97
2457,43321,97
2458,38602,97
2459,30029,97
2460,20915,97
2461,9092,97
2462,5582,97
2463,3180,97
2464,3971,97
2465,33811,97
2466,78936,97
2467,53642,97
2468,1572,97
2469,78032,97
2470,9972,97
2471,45933,97
2472,72931,97
2473,1975,96
2474,7394,96
2475,33720,96
2476,28982,96
2477,3979,96
2478,V4569,96
2479,0388,96
2480,56941,96
2481,V4575,96
2482,5890,96
2483,4417,96
2484,8920,96
2485,3101,96
2486,E916,96
2487,73007,96
2488,75319,96
2489,78931,96
2490,72979,96
2491,4470,96
2492,2979,96
2493,78031,95
2494,79409,95
2495,3549,95
2496,45183,95
2497,5881,95
2498,1571,95
2499,4530,95
2500,42499,95
2501,2169,95
2502,5182,95
2503,28262,95
2504,8438,95
2505,V535,95
2506,V4500,95
2507,71996,95
2508,4533,95
2509,2733,95
2510,1950,95
2511,29500,95
2512,38651,95
2513,35989,95
2514,5792,95
2515,72630,95
2516,6850,94
2517,8489,94
2518,72883,94
2519,38631,94
2520,35781,94
2521,20913,94
2522,81220,94
2523,6804,94
2524,25802,94
2525,38654,94
2526,78062,94
2527,71693,94
2528,20914,94
2529,33399,94
2530,0220,94
2531,53082,94
2532,4568,94
2533,28260,94
2534,78949,94
2535,72811,94
2536,6807,94
2537,34501,94
2538,8220,94
2539,2391,94
2540,30300,94
2541,5521,94
2542,V748,93
2543,5650,93
2544,53501,93
2545,71886,93
2546,V758,93
2547,2332,93
2548,71987,93
2549,5930,93
2550,7014,93
2551,20890,93
2552,42491,93
2553,20924,93
2554,7279,93
2555,72769,92
2556,71881,92
2557,71966,92
2558,6803,92
2559,78944,92
2560,1105,92
2561,41410,92
2562,42681,92
2563,2890,92
2564,6800,92
2565,7015,92
2566,7268,92
2567,035,92
2568,1883,92
2569,6806,92
2570,29560,92
2571,4581,92
2572,6235,92
2573,E9290,92
2574,5111,92
2575,7818,92
2576,2799,91
2577,1551,91
2578,3868,91
2579,2910,91
2580,4558,91
2581,5225,91
2582,V4967,91
2583,1738,91
2584,78550,91
2585,68600,91
2586,4570,91
2587,9596,91
2588,84210,91
2589,5370,91
2590,56986,91
2591,78943,90
2592,5538,90
2593,0310,90
2594,72991,90
2595,71900,90
2596,4259,90
2597,40401,90
2598,47830,90
2599,79095,90
2600,6181,90
2601,55221,90
2602,85221,90
2603,9194,90
2604,72702,90
2605,55010,90
2606,40412,89
2607,20911,89
2608,34561,89
2609,04110,89
2610,1103,89
2611,78942,89
2612,E918,89
2613,70901,89
2614,5791,89
2615,5120,89
2616,20916,89
2617,42983,89
2618,71905,89
2619,538,89
2620,0390,89
2621,30480,89
2622,3599,89
2623,566,89
2624,78947,89
2625,3369,89
2626,30550,89
2627,7272,89
2628,V011,89
2629,38648,89
2630,2788,89
2631,82100,88
2632,7874,88
2633,72768,88
2634,4474,88
2635,41511,88
2636,71236,88
2637,5130,88
2638,9239,88
2639,4251,88
2640,E9060,88
2641,78002,88
2642,99762,88
2643,217,88
2644,74685,88
2645,V016,88
2646,78946,88
2647,8448,88
2648,V109,88
2649,40201,88
2650,37487,88
2651,20200,88
2652,2861,88
2653,07810,87
2654,37991,87
2655,20912,87
2656,5269,87
2657,56402,87
2658,23873,87
2659,V1504,87
2660,5277,87
2661,E9174,87
2662,1809,87
2663,5899,87
2664,E9600,87
2665,V437,87
2666,71952,87
2667,V730,87
2668,40410,87
2669,36252,87
2670,8930,87
2671,99669,87
2672,3576,87
2673,84509,87
2674,3159,87
2675,V113,87
2676,1982,87
2677,V5411,86
2678,72812,86
2679,72759,86
2680,5289,86
2681,2148,86
2682,2727,86
2683,V4974,86
2684,5689,86
2685,34511,86
2686,9599,86
2687,72662,86
2688,34570,86
2689,6268,86
2690,99661,86
2691,53511,86
2692,20190,86
2693,6258,85
2694,0201,85
2695,5819,85
2696,43881,85
2697,2144,85
2698,68101,85
2699,2367,85
2700,45181,85
2701,92303,85
2702,71902,85
2703,7105,85
2704,V6409,85
2705,31230,85
2706,4429,85
2707,40400,85
2708,1619,85
2709,1821,85
2710,71961,85
2711,7835,85
2712,3561,85
2713,29580,85
2714,V1201,85
2715,2891,85
2716,2365,85
2717,71887,84
2718,45189,84
2719,95911,84
2720,68609,84
2721,71856,84
2722,82020,84
2723,1552,84
2724,1543,84
2725,99659,84
2726,4320,84
2727,71811,84
2728,8405,84
2729,6185,84
2730,1971,84
2731,78059,84
2732,80702,84
2733,2532,84
2734,43850,84
2735,85220,84
2736,99683,84
2737,3670,84
2738,5602,84
2739,E8496,84
2740,V717,83
2741,99813,83
2742,V4966,83
2743,33520,83
2744,7933,83
2745,V756,83
2746,72749,83
2747,5794,83
2748,71916,83
2749,6146,83
2750,40403,83
2751,7530,83
2752,V434,83
2753,71681,83
2754,V482,83
2755,72810,82
2756,78262,82
2757,7108,82
2758,V740,82
2759,35921,82
2760,70401,82
2761,7012,82
2762,72971,82
2763,E9421,82
2764,4785,82
2765,34600,82
2766,71965,81
2767,2143,81
2768,683,81
2769,2871,81
2770,82525,81
2771,V8535,81
2772,V1641,81
2773,5756,81
2774,71825,81
2775,1505,81
2776,9594,81
2777,3579,81
2778,59659,81
2779,7018,81
2780,79581,81
2781,3564,81
2782,03819,80
2783,1731,80
2784,8058,80
2785,81209,80
2786,1730,80
2787,E9308,80
2788,43381,80
2789,V8539,80
2790,53570,80
2791,V023,80
2792,55092,80
2793,5551,80
2794,8419,80
2795,71680,80
2796,8798,80
2797,81400,80
2798,34560,80
2799,71656,80
2800,6089,80
2801,87340,80
2802,7285,80
2803,71937,80
2804,3594,79
2805,8402,79
2806,734,79
2807,99682,79
2808,23770,79
2809,3330,79
2810,78945,79
2811,3083,79
2812,53782,79
2813,59371,79
2814,6253,79
2815,71684,79
2816,53521,79
2817,4809,79
2818,0210,79
2819,6184,79
2820,2323,79
2821,71874,79
2822,6210,78
2823,53520,78
2824,47879,78
2825,9120,78
2826,30023,78
2827,2325,78
2828,33821,78
2829,27783,78
2830,53561,78
2831,2273,78
2832,V7399,78
2833,73340,78
2834,V0752,78
2835,2320,78
2836,4578,78
2837,78440,78
2838,2397,78
2839,78940,78
2840,34581,78
2841,71929,77
2842,52800,77
2843,71890,77
2844,78932,77
2845,71904,77
2846,V8534,77
2847,8442,77
2848,7992,77
2849,78941,77
2850,71889,77
2851,6201,77
2852,V4964,77
2853,57451,77
2854,V473,77
2855,2141,77
2856,V0482,77
2857,8483,77
2858,7503,77
2859,33721,77
2860,V652,77
2861,6808,77
2862,7395,77
2863,8469,77
2864,1968,77
2865,2357,77
2866,9212,76
2867,9110,76
2868,55329,76
2869,8441,76
2870,71981,76
2871,71984,76
2872,59370,76
2873,2982,76
2874,99652,76
2875,2912,76
2876,30781,76
2877,V019,76
2878,79589,76
2879,V1001,76
2880,3129,76
2881,4467,76
2882,71960,75
2883,4481,75
2884,8418,75
2885,71657,75
2886,5307,75
2887,V060,75
2888,82300,75
2889,4579,75
2890,V1202,75
2891,4564,75
2892,2393,75
2893,V069,75
2894,V0739,75
2895,4466,75
2896,38918,75
2897,9951,75
2898,71983,75
2899,3536,75
2900,E9429,75
2901,70521,75
2902,60889,75
2903,22809,75
2904,99678,75
2905,7811,75
2906,4531,75
2907,42979,75
2908,9916,74
2909,40511,74
2910,7969,74
2911,30420,74
2912,V8536,74
2913,92421,74
2914,5891,74
2915,V032,74
2916,74190,74
2917,44283,74
2918,45913,74
2919,2774,74
2920,7961,74
2921,E9203,74
2922,V054,74
2923,72760,74
2924,8088,74
2925,V0389,74
2926,71624,74
2927,V0251,74
2928,7094,74
2929,78340,73
2930,71855,73
2931,5692,73
2932,V110,73
2933,71880,73
2934,71964,73
2935,V8530,73
2936,5964,73
2937,1124,73
2938,40509,73
2939,59373,73
2940,42651,73
2941,71892,73
2942,7042,73
2943,7861,73
2944,V734,73
2945,2984,73
2946,29594,73
2947,V052,73
2948,29900,73
2949,7397,73
2950,71689,73
2951,71651,73
2952,99889,73
2953,4291,73
2954,4480,73
2955,78051,73
2956,V732,73
2957,V0260,73
2958,71639,73
2959,80502,73
2960,2327,72
2961,6260,72
2962,71663,72
2963,71995,72
2964,7050,72
2965,V5416,72
2966,1965,72
2967,V028,72
2968,V068,72
2969,36283,72
2970,9694,72
2971,2167,72
2972,20288,72
2973,73329,72
2974,V1351,72
2975,99685,72
2976,V5339,72
2977,V133,72
2978,23874,72
2979,9233,72
2980,40599,72
2981,71989,72
2982,71640,72
2983,8463,72
2984,87343,72
2985,4386,72
2986,2271,72
2987,4421,72
2988,70582,71
2989,2680,71
2990,5695,71
2991,9057,71
2992,57142,71
2993,73349,71
2994,4718,71
2995,8260,71
2996,34680,71
2997,4572,71
2998,30742,71
2999,3482,71
3000,4710,71
3001,V166,71
3002,8244,71
3003,71998,71
3004,V736,71
3005,27910,71
3006,V1085,71
3007,47831,71
3008,71968,71
3009,71645,71
3010,V4281,71
3011,71850,71
3012,71909,71
3013,V8537,71
3014,94800,71
3015,2980,71
3016,71982,71
3017,2691,71
3018,4489,71
3019,59372,71
3020,71873,71
3021,9061,70
3022,6218,70
3023,V070,70
3024,60886,70
3025,99644,70
3026,V8531,70
3027,79402,70
3028,29381,70
3029,V746,70
3030,1573,70
3031,V010,70
3032,2592,70
3033,V750,70
3034,71634,70
3035,48282,70
3036,4378,70
3037,V5412,70
3038,6200,70
3039,2326,70
3040,2324,70
3041,23877,70
3042,V7388,70
3043,V1241,70
3044,40402,70
3045,88102,70
3046,71985,70
3047,40519,70
3048,99604,70
3049,40501,70
3050,8485,70
3051,3898,70
3052,71895,70
3053,40411,69
3054,71621,69
3055,33828,69
3056,2163,69
3057,9054,69
3058,3679,69
3059,71851,69
3060,7021,69
3061,V754,69
3062,1510,69
3063,7828,69
3064,33984,69
3065,5550,69
3066,6010,69
3067,5566,69
3068,8080,69
3069,44281,69
3070,70402,69
3071,7133,69
3072,71999,69
3073,29520,69
3074,71932,69
3075,2362,69
3076,0430,69
3077,V8533,69
3078,71652,69
3079,V021,69
3080,V759,69
3081,1723,68
3082,71871,68
3083,71654,68
3084,34461,68
3085,8462,68
3086,5651,68
3087,71819,68
3088,V0381,68
3089,69275,68
3090,7130,68
3091,1724,68
3092,8480,68
3093,44620,68
3094,2862,68
3095,9243,68
3096,3556,68
3097,V8525,68
3098,7398,68
3099,V015,68
3100,71885,68
3101,V0252,68
3102,4566,68
3103,71648,68
3104,71655,68
3105,1719,68
3106,71980,68
3107,V744,68
3108,V0189,68
3109,7069,68
3110,V0183,68
3111,71682,68
3112,3449,68
3113,71908,68
3114,33982,68
3115,8473,68
3116,V425,68
3117,2353,68
3118,44289,68
3119,47829,68
3120,9331,68
3121,990,68
3122,7049,67
3123,29540,67
3124,99643,67
3125,V286,67
3126,99791,67
3127,V198,67
3128,71911,67
3129,71601,67
3130,V4574,67
3131,5963,67
3132,22801,67
3133,5759,67
3134,71921,67
3135,V159,67
3136,40413,67
3137,8840,67
3138,V012,67
3139,35801,67
3140,605,67
3141,1887,67
3142,7829,67
3143,E9426,67
3144,71688,67
3145,71632,67
3146,3480,67
3147,71914,67
3148,3518,66
3149,6186,66
3150,2739,66
3151,V030,66
3152,45919,66
3153,7172,66
3154,71106,66
3155,71884,66
3156,71623,66
3157,71962,66
3158,7399,66
3159,9172,66
3160,53100,66
3161,V7398,66
3162,1974,66
3163,E8790,66
3164,E8783,66
3165,71644,66
3166,V8523,66
3167,2706,66
3168,2388,66
3169,84511,66
3170,80709,66
3171,28950,66
3172,7028,66
3173,2690,66
3174,30928,66
3175,V749,66
3176,71888,66
3177,81500,66
3178,2398,66
3179,84502,66
3180,45910,66
3181,V046,66
3182,8209,66
3183,V1649,66
3184,34989,66
3185,V8532,66
3186,2112,66
3187,7043,66
3188,7138,66
3189,9348,66
3190,7013,65
3191,V031,65
3192,53200,65
3193,2889,65
3194,81341,65
3195,84849,65
3196,V029,65
3197,V045,65
3198,V0269,65
3199,2550,65
3200,3555,65
3201,V5309,65
3202,9181,65
3203,99640,65
3204,7137,65
3205,7960,65
3206,45911,65
3207,71930,65
3208,79091,65
3209,7396,65
3210,99684,65
3211,99702,65
3212,22804,65
3213,29542,65
3214,4460,65
3215,71994,65
3216,71826,65
3217,44329,65
3218,71635,65
3219,5373,65
3220,71997,65
3221,V8538,65
3222,71915,65
3223,79981,64
3224,7355,64
3225,7385,64
3226,V5417,64
3227,48230,64
3228,84219,64
3229,71631,64
3230,V8524,64
3231,4719,64
3232,37272,64
3233,55091,64
3234,53340,64
3235,32724,64
3236,2321,64
3237,84209,64
3238,73319,64
3239,71636,64
3240,V742,64
3241,73381,64
3242,7839,64
3243,V034,64
3244,47874,64
3245,3550,64
3246,9992,64
3247,1727,64
3248,2651,64
3249,27919,64
3250,99679,64
3251,V757,64
3252,71683,64
3253,7390,64
3254,9211,64
3255,71661,64
3256,84213,64
3257,71912,64
3258,V0184,63
3259,28983,63
3260,29595,63
3261,71865,63
3262,2355,63
3263,27739,63
3264,71878,63
3265,6264,63
3266,71931,63
3267,44629,63
3268,6160,63
3269,04109,63
3270,33942,63
3271,V040,63
3272,79571,63
3273,V0253,63
3274,34292,63
3275,2643,63
3276,2719,63
3277,V051,63
3278,71925,63
3279,71967,63
3280,79582,63
3281,V062,63
3282,08881,63
3283,3534,63
3284,29382,63
3285,23691,63
3286,71625,63
3287,29571,63
3288,4554,63
3289,71927,63
3290,3541,63
3291,V064,63
3292,1548,63
3293,0785,63
3294,V050,62
3295,41412,62
3296,20283,62
3297,V743,62
3298,4786,62
3299,34631,62
3300,99668,62
3301,4420,62
3302,2166,62
3303,7059,62
3304,71897,62
3305,44100,62
3306,34571,62
3307,71894,62
3308,7132,62
3309,71818,62
3310,2328,62
3311,V423,62
3312,3484,62
3313,71991,62
3314,71604,62
3315,07953,62
3316,30020,62
3317,29503,62
3318,75989,62
3319,71641,62
3320,3368,62
3321,71817,62
3322,71898,62
3323,30022,62
3324,44102,62
3325,23771,62
3326,20400,62
3327,99647,62
3328,70581,62
3329,71600,62
3330,71660,62
3331,34701,62
3332,71630,62
3333,2693,62
3334,71626,62
3335,7136,62
3336,4413,62
3337,7091,62
3338,V735,62
3339,41411,62
3340,220,62
3341,2399,61
3342,03840,61
3343,71686,61
3344,3082,61
3345,70409,61
3346,71627,61
3347,44421,61
3348,9219,61
3349,71938,61
3350,71992,61
3351,71664,61
3352,71854,61
3353,4449,61
3354,7956,61
3355,58181,61
3356,V047,61
3357,30421,61
3358,7051,61
3359,71939,61
3360,79400,61
3361,9986,61
3362,5523,61
3363,V790,61
3364,V751,61
3365,4591,61
3366,2386,61
3367,71662,61
3368,9962,61
3369,4721,61
3370,V752,61
3371,81344,61
3372,3081,61
3373,7358,61
3374,60490,61
3375,V035,61
3376,E8700,61
3377,42981,61
3378,3543,61
3379,3671,61
3380,03843,61
3381,53571,61
3382,71926,61
3383,V033,61
3384,0940,61
3385,1125,60
3386,6028,60
3387,8482,60
3388,1725,60
3389,E8121,60
3390,V755,60
3391,2376,60
3392,29535,60
3393,1990,60
3394,27730,60
3395,V039,60
3396,99769,60
3397,29531,60
3398,8468,60
3399,71821,60
3400,78322,60
3401,42982,60
3402,71810,60
3403,V041,60
3404,3133,60
3405,E8199,60
3406,8972,60
3407,29513,60
3408,71859,60
3409,0449,60
3410,31382,60
3411,28809,60
3412,70589,60
3413,71853,60
3414,71913,60
3415,71883,60
3416,2698,60
3417,V753,60
3418,71919,60
3419,29504,60
3420,23772,60
3421,2385,60
3422,4838,60
3423,4801,60
3424,36589,60
3425,3897,60
3426,4870,60
3427,4431,60
3428,4772,60
3429,7134,59
3430,29550,59
3431,34652,59
3432,34620,59
3433,2363,59
3434,99631,59
3435,4041,59
3436,8860,59
3437,82101,59
3438,V042,59
3439,73321,59
3440,32726,59
3441,78441,59
3442,99645,59
3443,71643,59
3444,36502,59
3445,4846,59
3446,1508,59
3447,8931,59
3448,5991,59
3449,71924,59
3450,71605,59
3451,57140,59
3452,29582,59
3453,3551,59
3454,36257,59
3455,1574,59
3456,E9063,59
3457,33922,59
3458,71692,59
3459,V7182,59
3460,71603,59
3461,2793,59
3462,36504,59
3463,85400,59
3464,45939,59
3465,73320,59
3466,73026,59
3467,20281,58
3468,V079,58
3469,71812,58
3470,44324,58
3471,71608,58
3472,V022,58
3473,71872,58
3474,7173,58
3475,71857,58
3476,29591,58
3477,73345,58
3478,1542,58
3479,57471,58
3480,44621,58
3481,4473,58
3482,71815,58
3483,84840,58
3484,1986,58
3485,31383,58
3486,6954,58
3487,29561,58
3488,8412,58
3489,8440,58
3490,3571,58
3491,35789,58
3492,71936,58
3493,71649,58
3494,55220,58
3495,29510,58
3496,2389,58
3497,V044,58
3498,V036,58
3499,71609,58
3500,4295,58
3501,33722,58
3502,53440,58
3503,71637,58
3504,2149,58
3505,84501,58
3506,71687,58
3507,71858,58
3508,V712,58
3509,71910,58
3510,2981,57
3511,V020,57
3512,2970,57
3513,V1529,57
3514,V1081,57
3515,53260,57
3516,3553,57
3517,71667,57
3518,44103,57
3519,71860,57
3520,V8521,57
3521,82003,57
3522,80703,57
3523,8443,57
3524,4822,57
3525,47875,57
3526,71917,57
3527,29573,57
3528,42971,57
3529,71993,57
3530,79417,57
3531,7991,57
3532,47832,57
3533,3131,57
3534,2329,57
3535,29514,57
3536,29564,57
3537,E8785,57
3538,2322,57
3539,73341,57
3540,70522,57
3541,32732,57
3542,1984,57
3543,2983,57
